Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood,Sentiment Score,Speaker ID,Age Group,Gender,Language
14.01,119.14,61,0.012,0.083,"[-4.606, -9.269, 4.952, -2.655, 8.258, 8.373, 4.472, -5.227, 3.956, -5.134, 3.527, -0.957, -6.983]",Sad,-0.35,bc26cc0c-2122-40d7-934d-a8fadb93deba,Senior,Female,English
13.65,165.25,125,0.049,0.094,"[-4.913, -9.338, -0.689, 8.767, 1.75, 5.698, -4.31, -2.219, -8.526, 5.602, 5.667, 7.201, 7.978]",Calm,0.14,76322e6a-c8c3-4c74-8cf0-82699d49b62c,Adult,Female,English
12.66,124.37,71,0.082,0.084,"[-4.796, 5.747, -0.274, 3.955, -0.447, 3.575, 7.286, 0.04, -4.023, -8.569, 4.218, 3.636, -9.407]",Sad,-0.56,19103df8-266e-4011-8b83-1bb2f74f4a14,Child,Female,English
4.31,292.02,166,0.088,0.011,"[-0.106, -1.459, -0.883, 8.899, 3.608, -0.423, 0.404, 6.476, 2.13, -8.242, 0.451, 1.192, -6.506]",Surprised,0.35,a39efaf7-63ad-49d8-b7c2-af95a6ebcc89,Child,Male,English
10.48,201.01,155,0.08,0.087,"[0.543, -1.315, 7.564, -4.994, -1.118, 7.24, 5.922, -2.807, 7.456, 0.418, -3.77, 4.061, 0.625]",Fearful,-0.55,7474dafd-a1aa-4eb6-8940-55b8a343c5f1,Senior,Male,English
12.21,156.61,112,0.071,0.036,"[6.223, -6.408, 5.149, -5.6, 8.309, 2.134, 7.782, -3.82, 9.937, -7.428, 8.985, -9.833, -5.695]",Neutral,0.0,26c3fb94-f181-4a7a-a870-5591547bcb13,Adult,Female,English
12.4,153.93,120,0.05,0.081,"[-9.524, -0.382, 6.512, 0.249, -0.346, 7.809, -1.695, 2.345, 1.826, 6.724, 4.434, 1.015, 9.15]",Neutral,0.0,db0e7d81-afe8-4d66-9271-818b99250f25,Child,Female,English
9.31,236.09,163,0.076,0.066,"[3.426, 7.307, -5.798, -2.856, -8.639, 1.465, -2.809, -5.671, 4.78, -5.376, 0.068, 3.084, -5.5]",Excited,0.55,1d070e2a-d4f4-4796-abfa-9282c93cf0cb,Senior,Male,English
11.03,146.63,96,0.022,0.079,"[9.655, -0.74, 0.468, -4.437, 7.003, 4.175, -9.122, 0.084, -8.293, -8.861, 7.458, 7.031, 5.975]",Neutral,0.0,da826969-277d-4af4-811d-195d6e64f81b,Adult,Male,English
18.83,142.01,75,0.071,0.059,"[-4.709, -8.374, -4.981, 3.516, -0.951, 1.535, 0.485, -1.833, -8.571, 7.948, 7.847, 7.808, 6.13]",Bored,-0.02,72d037df-b0c0-479e-a0cc-c6a979824da2,Adult,Female,English
6.64,230.49,141,0.041,0.01,"[7.768, 3.399, -7.753, 7.758, -7.097, -1.636, -0.555, -1.712, -0.658, -9.847, -3.471, 6.124, 3.497]",Surprised,0.43,3d551234-a7f2-4a90-b2f4-0c14b2adb329,Senior,Male,English
3.85,235.36,163,0.032,0.02,"[4.949, 8.143, 0.12, 3.311, 5.373, 4.766, -4.351, -7.742, -0.27, 1.961, 4.035, -4.926, -0.734]",Surprised,0.25,287c90bf-ce90-4494-a5d6-56d76c62305d,Senior,Male,English
19.68,139.12,88,0.054,0.046,"[1.274, 3.739, 7.253, 0.989, 6.382, -5.585, 3.96, 3.29, 6.26, 7.682, 3.09, 1.075, 2.453]",Sad,-0.47,6d3c322a-62ab-41a5-b269-4a33af05fe01,Adult,Male,English
16.94,130.67,89,0.074,0.06,"[-1.153, -3.163, -4.09, -2.727, 4.822, 5.19, -1.184, -9.831, -5.404, 7.082, -2.775, -6.238, 8.156]",Sad,-0.56,b837bb1f-6c5a-4884-9a4e-f6898450be0b,Adult,Female,English
11.53,189.67,124,0.088,0.07,"[-3.339, 9.571, -0.728, 3.068, -2.679, 0.67, 6.566, 1.145, 1.542, 1.68, -0.75, -2.954, -7.238]",Fearful,-0.29,2500d4c5-e628-42ce-9c38-d6a11f3ec7c0,Senior,Male,English
5.26,342.3,194,0.017,0.044,"[7.385, 3.442, 6.006, -4.06, -1.685, -3.743, 4.839, -8.626, 6.864, 6.966, -9.713, 2.897, 5.97]",Angry,-0.78,7c86e492-20c3-4ff0-9282-46bf6afae44f,Senior,Female,English
15.75,163.91,127,0.048,0.034,"[0.622, -9.657, -4.899, -5.605, 3.505, -0.426, 0.394, -2.348, -8.895, 6.924, 5.515, -8.043, 1.09]",Calm,0.22,04571c05-db2e-4b4c-a376-64f99d02ae45,Child,Male,English
6.82,266.9,211,0.089,0.093,"[3.523, 5.366, -3.476, -6.306, -5.251, -1.72, -0.033, 3.556, 3.766, -9.341, 3.407, 7.544, 3.573]",Excited,0.77,01efbccf-a60e-48be-b8ac-573697272aad,Senior,Female,English
11.98,256.3,177,0.08,0.084,"[-8.942, 5.322, 8.343, -3.067, -5.942, -7.457, 6.391, 8.865, -5.915, 4.179, -5.099, 4.092, 0.048]",Excited,0.76,68a1b8dc-d197-43a2-a18e-7b508f2e1de0,Child,Female,English
5.34,229.64,172,0.03,0.075,"[-9.508, -4.891, -1.117, 0.407, 8.693, 8.065, 6.746, 9.681, -7.389, -8.747, -5.272, -6.209, 4.001]",Happy,0.53,2b124d80-ec87-47ac-b9e6-4e24fa9d06c4,Senior,Female,English
10.69,116.55,81,0.064,0.09,"[5.78, -6.407, 6.855, -9.308, -3.995, -4.941, -2.233, 7.146, -5.75, -5.948, -5.397, 1.59, 2.665]",Sad,-0.24,826476fb-2a00-458f-9f67-ec178a35f81d,Senior,Female,English
9.0,245.24,167,0.098,0.068,"[2.813, -0.784, -0.176, 4.371, -7.72, -1.099, -4.196, 6.098, -8.571, -2.067, 0.87, -8.646, 5.649]",Happy,0.68,3744d27c-cd94-4176-b053-3d512697e161,Child,Male,English
5.69,213.07,164,0.014,0.071,"[0.09, -2.99, -4.1, -8.46, -8.234, 1.058, -1.853, 2.848, 0.732, -4.255, 0.074, -9.854, 5.37]",Happy,0.37,da675d89-1c8c-4cd2-b1ff-bf6102063b6b,Adult,Female,English
5.11,242.09,154,0.023,0.035,"[-8.338, 0.883, 3.738, 0.68, -5.74, -4.75, 7.001, -4.026, -4.983, -8.58, -0.534, -3.091, 2.699]",Surprised,0.21,05c5b0fd-2205-4cee-8a7f-83f6315f790d,Senior,Female,English
9.8,154.38,100,0.098,0.071,"[-3.399, 1.62, -6.923, 7.877, -9.228, -4.645, -6.287, -4.835, -6.823, 5.725, 9.023, 8.452, 2.893]",Neutral,0.0,f46cca0f-b7d3-45af-af54-3aa3777caea8,Child,Male,English
4.37,250.73,159,0.042,0.081,"[5.99, 0.469, 1.561, 6.946, 0.328, 8.979, -1.172, -1.888, -3.123, -0.574, 4.6, 6.146, -4.304]",Surprised,0.44,2e442dab-e01f-4011-bc22-5dac16b90b38,Adult,Female,English
10.39,153.06,82,0.052,0.085,"[-9.844, -8.673, -7.159, -5.504, 6.102, -6.9, 8.707, -3.003, -4.589, 5.831, 1.014, -6.571, 5.246]",Confused,-0.29,be7b413e-8cde-47c5-bb52-9bac351ac85c,Senior,Male,English
18.72,123.86,72,0.071,0.047,"[3.497, 0.859, 6.817, -8.314, -5.55, 6.093, 6.602, 2.86, 3.327, -5.367, -9.211, -6.287, 6.803]",Bored,-0.22,12212b25-305d-4cd7-9d64-d8acada11c6b,Child,Male,English
9.37,247.01,162,0.087,0.096,"[8.286, 0.695, 4.319, 4.188, -6.568, -2.149, 8.507, 0.01, -2.279, 0.893, -4.843, -4.635, 1.463]",Happy,0.43,ca7c3292-57be-4b47-a880-a182c07e1378,Child,Male,English
5.33,348.44,140,0.027,0.062,"[6.285, -3.057, -3.25, -0.596, 0.26, -8.355, 0.785, -4.035, 2.696, -4.841, -4.542, -8.154, 5.994]",Angry,-0.85,c72d3a38-e3a1-441d-a9d8-fc5d93fcb5bf,Adult,Male,English
7.77,185.8,132,0.052,0.09,"[-2.287, 3.984, 0.565, 2.782, 0.716, 8.123, -8.14, 7.829, -9.769, 8.922, -7.208, 5.7, 4.574]",Happy,0.43,3099be08-8c18-47ea-8c40-bb3e0ada07f1,Child,Female,English
15.43,127.24,81,0.013,0.033,"[-1.668, -1.552, 9.282, -2.343, 0.107, 3.856, -8.246, 1.749, -8.114, -7.112, -5.261, 8.314, 9.247]",Sad,-0.6,00ec2131-f6af-4a66-bfb5-0280579613fd,Senior,Male,English
11.61,204.65,176,0.082,0.065,"[7.93, -4.646, 1.587, 1.975, 3.26, -4.017, 9.971, 7.335, 1.953, -5.112, 3.89, -1.092, 3.146]",Excited,0.8,70e38b1f-c250-4e52-949e-a0362634239b,Senior,Male,English
16.32,144.21,60,0.066,0.049,"[4.15, 7.754, -5.61, 6.419, -2.905, 8.929, -2.22, -8.15, -3.63, 7.73, 5.791, -6.347, -1.715]",Bored,0.07,1000d411-ded2-451e-8899-1eecad0c4c19,Adult,Male,English
19.84,130.62,66,0.092,0.063,"[6.76, 9.341, -1.27, 8.37, -1.321, -3.677, -5.387, -7.153, -3.315, -8.993, 2.243, -2.92, -2.228]",Bored,0.09,970e90ca-5c06-48cd-b68e-3b33dbac29a1,Child,Female,English
6.77,241.97,142,0.014,0.072,"[-7.797, -9.121, -9.648, 4.496, -0.268, -3.159, 9.773, 9.552, -6.721, 3.556, -9.25, 4.399, -3.054]",Surprised,0.19,47dc2b8c-b698-4f3f-8056-768ad88bf946,Adult,Male,English
14.59,152.52,97,0.065,0.089,"[-8.74, -1.597, -7.969, -0.257, 0.727, -9.68, 1.651, -4.022, 4.701, -3.974, 1.309, 7.533, 3.723]",Neutral,0.0,3b5ed448-d0ae-4f22-9c6a-13f0751cc00c,Adult,Male,English
9.33,223.19,205,0.031,0.085,"[3.679, -4.98, 6.384, 8.883, -3.336, 3.695, -7.258, -8.933, 1.329, 1.654, -2.624, -7.253, 0.493]",Excited,0.79,c39ad5a2-1e9c-44a2-8d70-1822cb7ba6e6,Adult,Female,English
12.29,155.38,93,0.074,0.063,"[-6.767, 9.624, -1.685, 0.431, -5.86, 3.646, -8.143, -1.008, -6.943, 3.506, 3.965, -2.85, 6.196]",Neutral,0.0,d82ab562-9c1b-48db-ae81-8efb6404c301,Adult,Male,English
12.8,138.01,73,0.096,0.078,"[4.676, -3.267, -3.106, -3.443, 1.391, -8.965, 3.579, -8.2, 7.33, 8.765, -9.525, -1.088, -8.737]",Sad,-0.62,f4ddb032-b801-442c-9843-bb2a34d1675c,Senior,Female,English
12.08,202.21,89,0.034,0.099,"[5.473, 7.415, 7.415, -9.282, 2.011, -2.24, -2.019, -7.005, 7.623, 8.58, 4.862, 0.252, 5.248]",Confused,0.06,105dc06a-df4a-416d-8391-3868eaf11856,Child,Female,English
8.27,218.14,140,0.021,0.071,"[8.085, 9.425, -2.385, -0.125, 4.593, 6.082, -7.933, 0.845, 2.354, 2.308, -3.296, -9.653, -9.247]",Happy,0.72,ee3947c8-25e2-4978-967e-541d70b1a62b,Child,Male,English
11.24,160.53,99,0.09,0.075,"[-2.91, 5.907, 7.695, -7.484, 6.624, -0.893, -3.62, -5.622, 3.545, -0.377, 7.151, 5.936, -3.563]",Neutral,0.0,87debb75-628d-42c1-b747-86df0db34a14,Adult,Male,English
8.09,344.87,143,0.077,0.074,"[-2.4, 4.157, -3.018, -9.059, 4.226, 1.96, -1.931, 9.431, 7.688, -7.304, 2.803, -9.596, -2.043]",Angry,-0.51,a5117dc0-1e1d-4d82-a44b-7e5d17926847,Senior,Female,English
14.43,208.15,154,0.028,0.016,"[-3.898, -1.731, 7.991, 9.639, 4.011, -1.131, -7.068, 5.635, 0.692, 2.218, 3.165, -9.896, -9.108]",Fearful,-0.25,a8ac80be-96b6-4100-aa63-6fc032ff43d6,Senior,Female,English
14.59,148.36,130,0.041,0.074,"[1.474, 0.026, -2.027, -7.895, -1.295, -8.796, -0.582, 2.422, 2.351, 0.741, -6.163, 0.052, -2.447]",Calm,0.11,6710d80e-f277-4188-9c3b-1b481080d3d8,Child,Female,English
9.87,210.23,161,0.018,0.01,"[1.196, 9.07, 4.186, 0.0, -2.915, -4.786, 5.826, 1.443, -8.847, -7.635, 0.946, -4.982, 6.875]",Happy,0.43,f17f6c06-0988-484a-9e5b-34cd7a1255a5,Child,Male,English
8.28,215.57,220,0.026,0.052,"[8.641, -3.5, -7.137, -4.621, 3.287, 1.269, 2.719, -7.756, -1.743, 0.724, -1.254, -5.164, 1.313]",Excited,0.88,432623ab-5f17-4f63-a4e8-669f73f18f6b,Senior,Female,English
15.96,161.34,101,0.011,0.024,"[-0.154, -9.918, 3.74, 0.571, 9.304, -2.032, 7.636, 0.672, -6.359, -6.946, -2.077, -7.911, 9.029]",Calm,0.04,bcd62d55-14ea-4a21-a148-22a8ad789b43,Child,Female,English
14.52,121.34,72,0.032,0.047,"[0.043, 7.978, -0.018, -9.924, -1.334, -5.928, -9.743, 9.255, -7.009, 7.529, -6.174, -1.22, 6.13]",Sad,-0.52,3163944c-43aa-4b7b-94df-e0e831b22068,Senior,Female,English
6.09,230.34,133,0.02,0.08,"[8.634, 2.442, 5.335, 6.606, -0.702, 4.286, 9.624, -0.089, -8.087, -3.409, 6.189, -3.419, 0.185]",Happy,0.63,dacfb7c7-59a2-408d-91ff-6c6f6c7e32a3,Child,Female,English
13.35,146.15,108,0.032,0.049,"[3.574, 4.106, -6.849, 7.106, -5.865, -7.86, 2.312, 0.451, -0.384, -8.742, -0.107, 1.433, 0.923]",Neutral,0.0,114f1761-5b07-4b91-9252-24bf77962c7c,Adult,Male,English
10.16,158.68,105,0.033,0.078,"[-1.871, 7.127, 4.582, 5.116, 3.365, -1.981, -0.94, -5.094, -8.817, 6.326, -3.311, -6.188, 1.469]",Neutral,0.0,0e519ee2-5e05-4c56-8777-ebcbda766b18,Adult,Male,English
3.01,277.24,150,0.032,0.012,"[6.533, -1.86, 8.492, 1.322, -8.972, -0.316, 4.302, -0.443, 7.861, 7.755, 7.501, -3.687, -1.356]",Surprised,0.38,950aadd9-cf0c-42a3-a558-c0c949a70495,Senior,Female,English
10.35,179.0,101,0.096,0.065,"[-7.653, 3.854, -8.654, -2.5, -1.157, 5.822, -5.445, -7.161, 0.578, -8.139, -7.82, -9.953, 5.597]",Neutral,0.0,9e198953-bb12-4301-a3ad-5b76ac81c2f7,Adult,Female,English
5.68,180.65,157,0.093,0.041,"[5.139, -3.394, -8.928, -6.741, 7.967, -4.915, 8.296, 1.491, -2.578, -5.794, 7.376, -8.618, 0.767]",Happy,0.49,d932e812-8d06-4a1b-b4b7-8a9705be08b0,Child,Male,English
7.87,269.57,154,0.088,0.017,"[-1.258, -4.941, 2.997, 8.364, 1.412, 8.056, -6.537, 8.573, -2.545, 2.369, -0.981, -9.786, 7.197]",Angry,-0.52,30f2ef31-3513-4aa0-8b8a-a0a8ce759e12,Adult,Female,English
15.59,183.78,94,0.062,0.068,"[4.304, -1.743, -3.11, 0.906, 7.795, -5.844, -6.636, -0.52, 3.232, -6.699, -3.07, -8.162, 0.123]",Confused,-0.05,29176e2c-cd9e-4f22-8b24-ae57b2a77716,Senior,Female,English
11.72,154.98,129,0.082,0.013,"[7.727, -5.801, -0.709, -0.621, 1.783, -1.638, 8.95, 6.375, 6.327, -3.529, 5.792, -3.062, -5.048]",Calm,0.29,c475c5a3-dca8-4a92-a4c9-ba169f04f9e6,Adult,Male,English
12.83,167.63,118,0.027,0.06,"[-5.654, -1.552, 9.951, -1.37, -2.226, -4.818, 2.221, 5.455, 3.737, -6.022, 2.443, -0.255, 3.866]",Neutral,0.0,e93fd34b-a9ee-43f7-ac5a-24737e7dc373,Child,Male,English
8.54,163.92,112,0.071,0.082,"[-3.608, -4.445, 1.499, -6.395, -9.273, 8.406, -5.575, 6.163, -2.274, -8.742, 6.451, -4.202, 3.018]",Neutral,0.0,d7fb3532-c294-47ce-8dad-e1b8f789fedc,Adult,Male,English
14.55,153.99,113,0.016,0.039,"[-0.949, 2.334, 0.194, -4.857, -8.159, -6.319, -3.074, 7.909, 4.653, -2.908, 0.73, 3.124, -0.536]",Confused,-0.22,60587811-d806-4eb7-8610-e0c7bb91cd87,Senior,Male,English
7.79,275.04,178,0.04,0.089,"[-3.661, -1.898, -0.232, 2.879, 3.656, -7.425, -6.115, 6.415, -4.288, 8.266, -1.502, -9.23, -2.459]",Angry,-0.81,da0e99e5-db41-4aa4-88c5-6f7bc4453b1e,Senior,Male,English
10.09,157.41,99,0.075,0.036,"[2.713, 4.881, -8.64, 5.834, 8.657, 7.421, 2.194, -3.993, -8.387, 8.413, 6.003, 0.018, 1.206]",Calm,0.2,ddab087e-3727-4b4c-a809-b3cb0041f189,Adult,Female,English
12.69,198.06,89,0.082,0.089,"[-2.17, -7.689, -0.291, 1.2, -2.415, 1.508, 4.211, 9.226, 9.92, 5.816, -9.153, 9.44, -2.545]",Confused,0.13,4c7a502e-33c0-43d9-a81a-904f38412163,Senior,Female,English
10.94,151.69,108,0.095,0.068,"[2.803, -3.201, 5.154, 8.041, -0.557, -9.461, -9.02, -9.371, 6.127, 6.166, -6.885, 9.263, 4.189]",Calm,0.14,bb3c3f4e-cda6-42e5-911d-72cd2019662b,Child,Female,English
7.84,225.14,131,0.054,0.079,"[6.57, -4.516, -2.693, 2.075, 8.635, 3.595, 3.138, 3.016, 3.24, 6.149, -1.428, -9.158, -8.152]",Happy,0.47,9a5ba8a7-db68-44ed-bc11-2a534af2ebd5,Senior,Female,English
14.84,100.77,69,0.086,0.072,"[-2.482, -4.329, -7.541, -9.162, 4.171, -0.491, -2.553, -2.182, 5.877, -1.266, 4.969, 2.356, 2.535]",Sad,-0.36,bb65f185-64e7-47a2-b54a-ecf173857f3a,Senior,Female,English
7.47,187.84,126,0.047,0.056,"[-8.803, -2.198, 1.556, 7.526, 2.786, 2.279, -0.325, -2.894, -3.176, 9.771, 6.403, -5.771, 1.144]",Happy,0.34,f44e4f42-1a8a-4f33-9c3c-b9d8e5a9e7b1,Child,Male,English
11.27,106.17,90,0.084,0.045,"[-8.179, -8.768, 2.325, -9.882, 6.685, -9.887, -8.062, -3.328, 9.575, -6.88, 1.999, 6.241, 6.801]",Sad,-0.67,b7996151-f634-42ec-9444-220d4c8653ca,Senior,Female,English
7.24,349.18,159,0.084,0.045,"[3.58, 4.086, 3.486, -1.335, 7.218, 3.021, 2.714, 2.618, 0.253, -6.837, 8.508, -3.612, 6.424]",Angry,-0.84,327618dd-5fc9-4423-880d-84ef52584231,Senior,Female,English
15.91,159.03,51,0.046,0.03,"[2.81, -8.636, 3.285, -4.694, 8.601, 6.209, 0.763, -2.091, -0.83, -7.167, 0.725, -3.877, 0.913]",Bored,-0.29,834003f0-486a-487b-9881-3f6039d8bdbd,Senior,Male,English
13.22,108.99,88,0.055,0.046,"[-3.926, 4.347, 3.539, -3.077, -9.725, -7.141, -1.382, -2.018, -1.751, 3.911, -7.142, 9.801, -6.023]",Sad,-0.55,9e3c716f-e6f5-4133-ba7e-ebe0f7d5dca4,Child,Female,English
7.05,291.4,164,0.049,0.085,"[-8.174, -7.366, -3.38, 6.549, -1.948, -6.84, -1.361, -7.184, 3.662, -6.499, 9.83, 6.655, -2.72]",Angry,-0.85,dfe299aa-4e89-4e26-955c-e5ff67c37470,Senior,Male,English
6.35,239.67,143,0.079,0.054,"[8.8, 2.795, 0.214, 6.221, 9.211, -5.097, 3.299, 3.769, -5.241, 5.133, -3.4, -8.842, -3.659]",Surprised,0.28,e08366fe-d811-4348-bb3d-93c96d38c946,Adult,Female,English
8.35,169.0,99,0.011,0.048,"[3.039, 4.387, 8.987, 8.126, -2.772, -1.094, 0.513, 7.329, -7.683, -9.573, 8.652, 7.472, -6.228]",Neutral,0.0,b84684b1-302d-4691-97d8-f91a76d05aad,Adult,Male,English
5.03,329.08,187,0.08,0.03,"[-9.963, -8.062, 2.059, 1.074, 4.503, -9.554, -6.966, -5.286, 2.266, -4.276, -6.006, 2.657, 7.601]",Angry,-0.83,1f78cd50-79ae-497b-82bc-41082c5e4c63,Adult,Male,English
10.77,175.84,97,0.095,0.051,"[0.265, -0.994, -0.779, -5.889, 7.035, -8.444, 2.205, -8.661, 7.7, -1.055, -3.518, 0.5, -7.972]",Neutral,0.0,2a1c3dfc-9da7-4927-8cb9-6e5f97188d51,Adult,Male,English
14.61,155.18,91,0.049,0.075,"[4.268, 2.084, -0.356, -4.495, -5.239, -6.635, 2.028, 0.519, 8.754, -1.498, 6.985, -0.425, 2.421]",Calm,0.11,cdf67231-459d-4e08-8708-f70fc1d075ed,Child,Male,English
5.46,272.53,168,0.035,0.044,"[7.436, -1.848, 6.014, 4.992, -9.43, 5.699, 6.006, 0.089, 1.338, 7.06, -5.189, -0.666, -4.766]",Surprised,0.2,94f34bae-ad9d-4201-92ad-df53b11c6e11,Child,Male,English
10.42,231.05,138,0.048,0.053,"[9.466, 2.882, 2.71, -7.643, 9.338, 3.766, 6.236, -6.522, 2.355, 6.079, -0.847, -3.827, 2.518]",Fearful,-0.23,d3e6a240-45cf-4b75-8830-859880a3a264,Senior,Female,English
10.9,279.22,150,0.08,0.068,"[3.448, 7.234, 7.182, 3.843, 1.115, -7.343, -1.817, 1.365, -2.658, -7.999, 0.279, -6.39, 4.991]",Angry,-0.72,39cd5dbc-31f0-430a-8779-e598dc00c85e,Senior,Male,English
12.85,239.27,130,0.074,0.089,"[-3.536, -8.453, 6.989, -5.065, -3.65, 1.468, -0.561, -3.119, -9.612, 0.245, -9.732, -0.608, -0.425]",Fearful,-0.58,7603e736-f503-4d1a-a52b-5666a563f7ea,Senior,Male,English
14.66,211.92,143,0.038,0.054,"[1.928, 8.911, 2.33, -7.428, 7.524, 5.611, 0.41, 6.152, -2.527, 4.868, -9.445, 3.114, -9.024]",Fearful,-0.46,eb046a6d-edc6-416a-8240-ba5863bef83e,Child,Female,English
8.53,184.44,160,0.071,0.049,"[-5.741, 5.023, 0.342, -0.231, -8.382, -8.608, -1.534, -8.283, -8.235, -6.417, 3.988, 6.301, 4.962]",Happy,0.46,5951d779-4ffe-4509-88b1-a44a9ad8fa30,Senior,Male,English
4.51,260.84,143,0.098,0.046,"[1.627, -2.879, 0.494, -5.066, 8.428, -5.722, -5.755, 1.456, 6.299, -9.081, 6.768, -3.43, -6.837]",Surprised,0.52,67ea9023-0ebe-42a9-b893-45ba924fe851,Senior,Female,English
5.64,264.5,161,0.089,0.012,"[-1.112, -8.963, 7.71, -6.932, -6.928, 7.224, -9.681, 0.527, 7.632, 0.897, -7.883, 3.287, -3.124]",Surprised,0.24,594c0197-a29f-4ea5-95f8-0f63fbeadc0f,Adult,Male,English
7.31,235.02,173,0.098,0.038,"[9.525, -1.613, 6.689, 4.184, -4.891, 7.336, -7.121, 3.529, -7.503, 7.068, -8.593, -6.888, -5.551]",Happy,0.62,3f2b006f-e78e-417b-a8a0-6348a14f1258,Child,Female,English
8.55,187.72,175,0.053,0.088,"[4.269, 1.406, 7.389, -2.301, 2.612, -2.047, 4.549, -5.702, 8.493, 5.663, 8.194, 3.251, -2.012]",Happy,0.74,9814a9bf-ac6b-477a-9197-51721603aad8,Adult,Female,English
18.67,141.41,63,0.053,0.071,"[8.366, -6.01, -8.211, -9.398, 8.856, 6.689, 6.651, -0.761, -2.368, -9.567, 5.464, 3.681, -8.63]",Bored,-0.05,56b99243-4408-4833-817f-f37c6cc71d24,Senior,Male,English
9.87,335.21,152,0.05,0.017,"[6.623, 1.38, 2.868, 4.909, 2.283, -0.583, 1.627, 4.658, -9.448, 2.63, -0.842, -5.808, -3.148]",Angry,-0.67,5ba2c2c1-f712-4e78-872d-905b6bcc8a23,Senior,Female,English
9.03,232.55,152,0.012,0.034,"[-6.765, -8.955, 2.772, -0.62, 7.956, -1.467, -4.725, 3.934, 6.779, -3.271, 8.795, 9.929, 8.739]",Excited,0.77,0e3e3d86-93ad-444d-aa1f-b6cff416f8b3,Child,Male,English
9.76,171.98,119,0.058,0.057,"[7.907, -1.368, -6.21, -4.391, 4.739, -9.346, -5.808, 2.679, -1.121, -2.295, -7.815, -5.496, -4.866]",Neutral,0.0,aba9033c-1701-4a6f-a3b2-503154bd5e11,Senior,Female,English
8.03,260.21,168,0.019,0.086,"[-6.131, 1.621, 2.922, -3.401, 7.008, 6.867, -3.732, -2.355, -1.692, 6.761, 5.793, 5.167, 2.027]",Angry,-0.54,9c1092ef-807b-4632-b266-e47ac77d4e6b,Child,Female,English
15.17,168.4,73,0.07,0.045,"[-5.218, -3.32, 2.825, 0.381, 1.081, -7.729, -7.884, -0.372, 5.116, 9.439, -6.583, 3.374, -9.079]",Confused,-0.38,c82fc931-b6fd-4c70-b99e-db81c71efe13,Child,Female,English
14.02,149.78,92,0.051,0.042,"[8.259, 1.38, -7.184, 2.096, 6.094, 9.321, 2.841, 4.375, -7.168, 4.837, -2.82, -3.181, 4.315]",Calm,0.09,2748b840-0447-4fc0-a6b5-fbe6fe87ccae,Senior,Male,English
8.28,313.03,141,0.054,0.028,"[6.212, -3.658, -5.612, -9.639, -8.472, -0.421, -0.676, 6.414, 6.025, -6.872, 0.789, 4.275, 6.166]",Angry,-0.65,3b7da995-150b-4a44-960c-26bb7ee3decd,Adult,Male,English
8.43,241.19,116,0.045,0.07,"[-1.955, -2.637, 8.421, -9.155, 2.744, -9.581, -8.426, 3.008, 4.723, -7.688, 0.603, 7.665, -1.132]",Fearful,-0.16,2bb9c185-ef07-40fd-be67-0021a0adaf47,Child,Female,English
3.05,273.24,143,0.029,0.035,"[-9.848, 4.019, -0.686, 3.126, -4.71, -2.145, 0.416, -8.785, -6.732, 6.896, 0.117, -0.061, 4.539]",Surprised,0.33,4dbd143a-8b3d-4cd2-911a-3d5a8e69b332,Adult,Male,English
4.48,280.24,162,0.1,0.054,"[3.567, 7.238, 3.088, 0.548, 5.115, -1.865, -8.112, 1.174, 4.959, 9.617, -4.436, -3.319, -4.891]",Surprised,0.35,fb99597d-4074-41fc-aced-d71ce776fc98,Adult,Male,English
16.18,145.08,59,0.015,0.049,"[-3.193, 8.417, -8.078, 7.011, -8.666, -4.463, -0.181, 6.028, 6.435, 5.407, -3.26, 1.607, -8.0]",Bored,0.09,1fa99396-7016-42f0-aa23-5df65b6afbe0,Child,Male,English
9.24,242.03,138,0.019,0.05,"[8.061, -1.253, -6.171, -6.18, -0.934, -8.382, 0.807, -7.225, 9.671, -5.357, 8.425, 8.075, 3.167]",Happy,0.5,67502125-3ec0-4f30-a2e0-cfbb49839a0e,Child,Male,English
11.99,200.48,108,0.024,0.014,"[-8.109, 5.504, -5.769, 8.552, 7.254, 8.475, -3.381, 5.571, -9.381, -0.08, -9.811, -1.947, 3.096]",Confused,0.03,e72274fc-5b5d-417b-804c-deeabe32ec9b,Child,Female,English
9.47,188.18,103,0.047,0.023,"[5.569, 7.133, 6.849, 9.102, 6.677, 2.673, -0.02, -7.309, -7.171, -5.557, 0.647, 7.982, 3.717]",Confused,-0.22,ab4e0528-21a8-4a7c-94d6-c35279157d23,Child,Male,English
9.47,290.84,142,0.084,0.033,"[4.202, -1.119, -7.156, 0.312, 3.616, 0.158, -7.628, 2.893, -4.907, -4.296, 9.295, 9.595, -2.11]",Angry,-0.78,e130a523-29c5-49cc-9bb8-089f1adf0400,Adult,Female,English
16.31,172.96,114,0.069,0.042,"[-2.737, -5.374, 4.134, -1.66, 6.395, -9.794, 8.243, 0.538, -0.633, -1.671, 3.293, 6.495, 6.121]",Calm,0.12,5d9cb9cc-ea17-4061-83ba-ba3b73f8edfe,Child,Male,English
8.19,251.43,125,0.099,0.056,"[3.669, 7.598, 2.292, 1.841, 5.816, 9.524, -0.134, -7.565, -3.896, -4.801, -4.816, 8.735, -1.952]",Fearful,-0.49,4c8e6e08-59ac-44ff-8b84-785813ac24a4,Adult,Male,English
